province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Hue,20,18,10,NNW,27.0,95,97,1018,2012-01-12
Hue,22,18,11,NW,7.6,90,86,1016,2013-01-12
Hue,23,18,10,ENE,9.7,87,65,1019,2014-01-12
Hue,19,17,15,NW,6.4,93,96,1019,2015-01-12
Hue,26,22,8,W,4.5,90,80,1015,2016-01-12
Hue,27,21,9,ESE,1.6,88,46,1011,2017-01-12
Hue,17,17,8,NW,20.6,89,100,1021,2018-01-12
Hue,26,21,9,ESE,1.7,85,46,1016,2019-01-12
Hue,26,20,8,SE,0.5,83,48,1013,2020-01-12
Hue,15,14,15,NW,6.6,87,98,1021,2021-01-12
Hue,21,19,11,ENE,17.6,93,75,1018,2009-01-07
Hue,27,20,9,ESE,0.4,85,20,1015,2010-01-07
Hue,20,18,10,ESE,42.8,95,99,1017,2011-01-07
Hue,24,19,8,ESE,5.2,90,67,1017,2012-01-07
Hue,22,20,7,ESE,4.9,93,92,1014,2013-01-07
Hue,28,18,9,SE,0.0,82,4,1013,2014-01-07
Hue,23,21,11,E,17.1,93,86,1015,2015-01-07
Hue,27,21,10,ESE,1.1,83,24,1017,2016-01-07
Hue,26,20,4,ENE,0.7,89,71,1012,2017-01-07
Hue,28,23,7,SE,7.5,89,45,1011,2018-01-07
Hue,27,21,13,ESE,1.4,83,37,1018,2019-01-07
Hue,26,19,7,SSE,0.2,87,41,1014,2020-01-07
Hue,21,19,8,SW,16.1,96,99,1015,2021-01-07
Hue,24,16,7,ESE,1.5,85,21,1017,2009-01-18
Hue,20,19,8,ENE,10.3,91,94,1019,2010-01-18
Hue,21,16,8,ENE,13.4,93,90,1016,2011-01-18
Hue,27,21,9,SE,0.5,91,47,1010,2012-01-18
Hue,22,18,15,E,10.6,83,56,1021,2013-01-18
Hue,19,16,9,WSW,7.4,84,87,1023,2014-01-18
Hue,22,18,7,ESE,9.9,86,74,1019,2015-01-18
Hue,24,22,9,NW,4.0,92,97,1013,2016-01-18
Hue,25,19,6,ESE,0.7,86,44,1018,2017-01-18
Hue,25,18,9,ESE,0.0,79,14,1014,2018-01-18
Hue,22,20,11,ENE,37.8,91,89,1018,2019-01-18
Hue,26,19,11,ESE,0.3,81,31,1016,2020-01-18
Hue,17,16,12,ESE,40.3,91,97,1020,2021-01-18
Hue,26,16,6,ESE,0.0,84,7,1015,2009-01-19
Hue,21,20,8,S,19.4,95,100,1016,2010-01-19
Hue,23,17,7,SSE,5.0,93,87,1014,2011-01-19
Hue,28,21,10,ESE,0.3,90,49,1011,2012-01-19
Hue,23,19,11,E,8.0,83,63,1018,2013-01-19
Hue,19,16,7,SSE,8.3,88,88,1021,2014-01-19
Hue,20,17,7,ENE,7.1,86,87,1020,2015-01-19
Hue,24,21,10,WNW,2.2,92,97,1014,2016-01-19
Hue,25,19,6,E,1.6,87,63,1018,2017-01-19
Hue,21,20,5,WNW,3.6,89,85,1015,2018-01-19
Hue,25,20,8,E,9.1,87,72,1016,2019-01-19
Hue,26,19,14,ESE,0.0,80,25,1016,2020-01-19
Hue,20,15,6,SSE,0.8,84,71,1017,2021-01-19
Hue,19,16,6,WNW,11.1,91,100,1021,2009-01-16
Hue,21,19,13,ENE,6.2,87,54,1021,2010-01-16
Hue,18,14,12,NW,5.5,85,79,1018,2011-01-16
Hue,24,20,6,S,3.8,93,73,1010,2012-01-16
Hue,24,18,9,ESE,3.4,82,39,1018,2013-01-16
Hue,21,13,6,W,2.6,86,68,1020,2014-01-16
Hue,20,15,5,WSW,0.7,79,80,1020,2015-01-16
Hue,27,21,6,S,0.9,90,39,1011,2016-01-16
Hue,22,20,5,WSW,15.6,95,93,1015,2017-01-16
Hue,25,19,10,ESE,0.6,86,52,1014,2018-01-16
Hue,24,21,9,E,20.6,88,87,1016,2019-01-16
Hue,28,19,8,ESE,0.0,83,17,1014,2020-01-16
Hue,22,17,6,SW,2.0,88,51,1014,2021-01-16
Hue,20,16,4,ENE,13.9,93,100,1019,2009-01-17
Hue,21,19,13,ENE,3.1,84,53,1021,2010-01-17
Hue,20,13,7,SE,8.8,89,85,1017,2011-01-17
Hue,24,21,9,E,5.8,94,84,1010,2012-01-17
Hue,24,18,11,E,3.1,78,34,1020,2013-01-17
Hue,21,15,8,WNW,6.0,87,80,1020,2014-01-17
Hue,20,16,7,SE,6.8,89,94,1020,2015-01-17
Hue,29,23,8,WSW,5.6,83,40,1010,2016-01-17
Hue,25,20,10,ESE,0.8,87,47,1017,2017-01-17
Hue,24,20,9,E,1.5,82,30,1014,2018-01-17
Hue,21,20,14,SSW,47.7,92,100,1018,2019-01-17
Hue,26,20,9,ESE,0.6,85,49,1016,2020-01-17
Hue,21,18,14,E,22.5,90,90,1018,2021-01-17
Hue,18,15,9,ESE,7.5,87,90,1023,2009-01-15
Hue,22,18,7,E,4.1,90,87,1020,2010-01-15
Hue,19,15,14,WNW,20.0,93,94,1017,2011-01-15
Hue,27,20,5,ESE,0.9,89,42,1009,2012-01-15
Hue,24,20,11,ESE,1.5,81,47,1017,2013-01-15
Hue,20,15,8,NW,4.1,85,69,1021,2014-01-15
Hue,20,15,5,SW,1.6,82,65,1020,2015-01-15
Hue,28,21,7,S,2.9,88,37,1011,2016-01-15
Hue,21,21,11,NW,10.1,96,100,1015,2017-01-15
Hue,22,20,10,E,8.4,90,91,1015,2018-01-15
Hue,25,21,11,E,9.0,86,65,1015,2019-01-15
Hue,26,18,11,SE,0.0,80,3,1014,2020-01-15
Hue,21,15,6,ESE,0.0,85,55,1014,2021-01-15
Hue,23,18,8,S,1.3,90,63,1014,2009-01-22
Hue,26,17,7,SE,0.0,82,4,1013,2009-01-20
Hue,23,22,6,ENE,68.5,97,100,1015,2010-01-20
Hue,22,19,10,WNW,9.6,94,89,1014,2011-01-20
Hue,27,21,10,ESE,2.2,89,49,1011,2012-01-20
Hue,27,21,10,SE,1.1,90,27,1015,2010-01-22
Hue,21,17,7,SE,7.0,94,94,1016,2011-01-22
Hue,25,21,6,E,25.7,95,61,1012,2012-01-22
Hue,25,21,9,E,0.7,85,39,1017,2013-01-22
Hue,19,13,6,SW,1.4,77,65,1022,2014-01-22
Hue,24,16,7,WNW,0.1,81,15,1020,2015-01-22
Hue,28,23,5,E,3.2,89,50,1015,2016-01-22
Hue,21,20,14,ENE,11.8,89,85,1021,2017-01-22
Hue,25,22,10,E,1.8,89,70,1012,2018-01-22
Hue,20,19,9,SSW,48.5,92,100,1020,2019-01-22
Hue,27,19,8,ESE,0.0,83,10,1016,2020-01-22
Hue,23,17,8,WNW,1.1,92,91,1013,2021-01-22
Hue,26,17,9,ESE,1.4,83,44,1016,2013-01-20
Hue,19,17,9,SW,5.6,88,80,1021,2014-01-20
Hue,23,16,7,W,0.4,81,45,1019,2015-01-20
Hue,25,22,9,NW,1.3,91,84,1015,2016-01-20
Hue,24,19,9,ENE,9.2,90,65,1018,2017-01-20
Hue,24,20,6,S,2.9,91,93,1014,2018-01-20
Hue,25,21,7,NE,7.9,88,73,1016,2019-01-20
Hue,25,19,13,ESE,0.1,81,27,1018,2020-01-20
Hue,23,15,6,SSE,0.1,86,51,1015,2021-01-20
Hue,25,18,8,ESE,0.5,86,26,1015,2009-01-23
Hue,26,21,10,SSE,8.0,91,52,1017,2010-01-23
